"﻿Breed","Citysize","Gender","Neutralization","Age","Weight","Color","Adoption","Disease","Behavior","B_D"
"Sporting","Medium City","Male","No",4,40,"White","No","No","Negative","NegNo"
"Mix","Small City","Male","No",1,3.3,"Black","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,5,"White&Brown","No","No","Negative","NegNo"
"Mix","Big City","Male","No",2,11.5,"Brown","No","No","Neutral","NeuNo"
"Miscellaneous","Medium City","Male","No",1,3.5,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,1.5,"Black","No","Yes","Negative","NegYes"
"Miscellaneous","Medium City","Female","No",7,20,"White","Yes","Yes","Negative","NegYes"
"Toy","Big City","Male","No",7,3,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",4,14,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",6,24,"Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",7,5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,8,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,8,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,2.3,"Black&Brown","No","No","Positive","PosNo"
"Mix","Metropolis","Female","Yes",1,2.4,"Black&Brown","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","Yes",5,10.4,"Black&White&Brown","No","Yes","Neutral","NeuYes"
"Working","Medium City","Male","No",6,21,"White&Black","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,2.6,"Brown","No","Yes","Negative","NegYes"
"Miscellaneous","Small City","Male","No",5,20,"White&Black","No","Yes","Negative","NegYes"
"Toy","Medium City","Female","No",2,3.2,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,4.2,"Black&White&Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",1,1,"White","Yes","No","Positive","PosNo"
"Non-Sporting","Big City","Male","Yes",7,4.6,"Brown","Yes","No","Negative","NegNo"
"Mix","Small City","Female","No",2,6,"Black&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",4,5,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",3,5.9,"White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",2,4.5,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",3,7,"Black","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",4,12,"White","No","No","Negative","NegNo"
"Mix","Big City","Female","No",1,5,"White&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",3,8,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,0.8,"Black&Brown","No","No","Positive","PosNo"
"Toy","Medium City","Male","No",4,7.6,"Black&Brown","Yes","Yes","Negative","NegYes"
"Mix","Big City","Male","No",1,2,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,3,"White&Brown","Yes","Yes","Negative","NegYes"
"Toy","Medium City","Female","No",7,3.5,"White","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,8,"White","No","No","Positive","PosNo"
"Miscellaneous","Medium City","Female","No",3,13,"White","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",5,4.3,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",3,6.9,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",5,10,"Brown","No","No","Negative","NegNo"
"Sporting","Medium City","Male","No",5,17,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",8,20,"White","No","No","Negative","NegNo"
"Mix","Small City","Male","No",11,30,"Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",1,2,"Brown","No","No","Positive","PosNo"
"Toy","Medium City","Female","No",1,3.5,"White&Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",3,4,"Brown","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",1,3.4,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,4.3,"White&Brown","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",4,7.8,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",2,10,"Black","No","Yes","Negative","NegYes"
"Mix","Big City","Female","No",3,5.72,"Black","No","No","Positive","PosNo"
"Non-Sporting","Small City","Female","No",2,4,"Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,3,"Brown","No","No","Positive","PosNo"
"Mix","Big City","Male","Yes",5,4,"White","No","No","Positive","PosNo"
"Toy","Medium City","Male","No",1,0.7,"White","No","Yes","Negative","NegYes"
"Mix","Metropolis","Female","No",4,23,"Brown","Yes","Yes","Negative","NegYes"
"Toy","Medium City","Male","Yes",4,5,"White","No","No","Positive","PosNo"
"Mix","Small City","Male","No",1,1.5,"White","No","No","Positive","PosNo"
"Miscellaneous","Metropolis","Male","No",4,20,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",6,5,"White&Black","No","No","Positive","PosNo"
"Mix","Small City","Female","No",2,10,"Brown","No","No","Negative","NegNo"
"Toy","Medium City","Male","No",2,4.1,"White&Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,15,"White&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",2,15.8,"White","No","No","Negative","NegNo"
"Herding","Medium City","Female","No",2,15,"White&Black","No","No","Positive","PosNo"
"Mix","Small City","Female","No",1,15,"Black","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,15,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,7.5,"Black&Brown","Yes","No","Positive","PosNo"
"Sporting","Big City","Male","Yes",3,7,"Brown","Yes","No","Positive","PosNo"
"Working","Big City","Male","No",7,30,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,5,"Brown","No","No","Negative","NegNo"
"Toy","Medium City","Male","No",3,4.4,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",4,15,"White","No","Yes","Negative","NegYes"
"Toy","Big City","Female","No",11,3,"Black&White&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,4.7,"White","No","Yes","Neutral","NeuYes"
"Mix","Small City","Male","No",11,2.56,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,3,"White","Yes","Yes","Negative","NegYes"
"Toy","Medium City","Male","No",2,2.7,"White","Yes","Yes","Neutral","NeuYes"
"Non-Sporting","Medium City","Male","Yes",3,17.5,"White&Black","Yes","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,6,"White&Brown","No","Yes","Neutral","NeuYes"
"Toy","Medium City","Male","No",2,2.7,"White","Yes","No","Negative","NegNo"
"Hound","Medium City","Male","No",1,1.8,"Black&Brown","Yes","No","Negative","NegNo"
"Mix","Small City","Female","No",3,4.8,"White&Brown","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","Yes",3,5,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,2,"White&Black","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",1,4,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,1.6,"White","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",2,8,"Black&White&Brown","Yes","No","Neutral","NeuNo"
"Mix","Small City","Male","No",1,4.9,"Black","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","Yes",6,4.5,"Brown","No","No","Neutral","NeuNo"
"Mix","Small City","Female","No",1,2,"White&Brown","No","No","Positive","PosNo"
"Miscellaneous","Medium City","Female","No",1,0.3,"Brown","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","Yes",5,3.1,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1.4,"White&Brown","No","No","Neutral","NeuNo"
"Mix","Small City","Female","No",1,0.9,"Brown","No","Yes","Negative","NegYes"
"Miscellaneous","Medium City","Male","No",4,15,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,6.9,"White&Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,6.7,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",3,18.25,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,1,"Brown","No","No","Positive","PosNo"
"Mix","Big City","Female","No",1,2.4,"Etc","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",6,7.9,"White&Black","No","No","Neutral","NeuNo"
"Mix","Big City","Male","No",1,3.6,"White","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",1,2,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,11.4,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,2.5,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,3,"White&Black","Yes","No","Positive","PosNo"
"Toy","Big City","Female","No",1,3,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",1,3.9,"Brown","No","No","Neutral","NeuNo"
"Mix","Big City","Male","No",1,2,"Brown","No","No","Negative","NegNo"
"Miscellaneous","Medium City","Male","No",3,10,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,3.3,"White","No","Yes","Negative","NegYes"
"Mix","Metropolis","Female","No",1,15,"White","Yes","No","Neutral","NeuNo"
"Mix","Big City","Female","No",3,15,"White","No","No","Positive","PosNo"
"Mix","Big City","Female","No",2,5,"White&Brown","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","No",11,4,"White","No","Yes","Negative","NegYes"
"Toy","Medium City","Male","No",1,2.2,"White&Black","Yes","No","Neutral","NeuNo"
"Mix","Big City","Female","No",1,1.45,"Black&Brown","Yes","Yes","Negative","NegYes"
"Toy","Big City","Male","Yes",4,3,"White","No","No","Positive","PosNo"
"Toy","Big City","Male","No",3,4,"Brown","Yes","No","Negative","NegNo"
"Herding","Medium City","Male","No",3,18,"White&Black","No","Yes","Negative","NegYes"
"Mix","Small City","Male","No",1,0.5,"Black&White&Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","Yes",2,3.5,"White","Yes","Yes","Neutral","NeuYes"
"Sporting","Medium City","Female","No",4,30,"Brown","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",2,25,"White","Yes","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",4,7,"Black","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",4,10,"White","No","No","Negative","NegNo"
"Mix","Big City","Female","No",1,3,"White&Black","Yes","No","Positive","PosNo"
"Miscellaneous","Medium City","Female","No",2,20,"Etc","No","No","Positive","PosNo"
"Toy","Medium City","Male","No",2,3.4,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",1,2.4,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1.1,"Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Big City","Male","No",2,3,"Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,2.1,"Black","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","No",11,4,"White","Yes","Yes","Negative","NegYes"
"Mix","Small City","Female","No",3,10,"Brown","No","No","Positive","PosNo"
"Mix","Small City","Female","No",4,6,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,12,"White","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,7.28,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,10,"Brown","No","No","Negative","NegNo"
"Miscellaneous","Small City","Female","No",1,2.3,"White","No","No","Negative","NegNo"
"Mix","Metropolis","Female","No",2,12,"White","No","No","Negative","NegNo"
"Mix","Small City","Male","No",1,1,"White&Black","No","No","Positive","PosNo"
"Mix","Big City","Female","No",1,5.8,"Brown","No","No","Neutral","NeuNo"
"Mix","Small City","Male","No",1,2,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,17,"White","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,3,"Black&White&Brown","No","No","Negative","NegNo"
"Hound","Big City","Male","No",3,8,"Black&Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,0.9,"White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,0.4,"Brown","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,2.2,"Brown","No","No","Positive","PosNo"
"Toy","Big City","Male","Yes",9,6,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,0.6,"White","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","No",5,2.5,"White","No","No","Negative","NegNo"
"Miscellaneous","Small City","Female","No",4,30,"White","No","No","Negative","NegNo"
"Mix","Small City","Female","No",5,7,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1.7,"Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",3,5.5,"Brown","Yes","No","Positive","PosNo"
"Hound","Big City","Male","No",4,6,"Black&Brown","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","Yes",6,3.8,"White","No","Yes","Neutral","NeuYes"
"Mix","Small City","Female","No",5,5,"White","No","No","Positive","PosNo"
"Mix","Big City","Male","No",7,6.9,"White&Brown","No","Yes","Negative","NegYes"
"Toy","Medium City","Female","No",3,2.5,"White&Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","Yes",3,4.7,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",6,3.8,"White&Brown","No","Yes","Neutral","NeuYes"
"Toy","Big City","Male","No",11,5.1,"White&Brown","No","Yes","Neutral","NeuYes"
"Mix","Big City","Female","No",3,4,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,3.1,"Brown","No","No","Neutral","NeuNo"
"Miscellaneous","Medium City","Female","No",3,19.5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,0.5,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,12,"White","No","No","Positive","PosNo"
"Miscellaneous","Medium City","Male","No",1,1.88,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,2.8,"Black","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1.3,"Etc","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",1,11,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,7,"Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",2,3,"White&Black","No","Yes","Negative","NegYes"
"Mix","Small City","Male","No",4,4,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2,"Brown","No","No","Positive","PosNo"
"Mix","Small City","Female","No",2,3,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","Yes",2,1.3,"Brown","No","Yes","Negative","NegYes"
"Mix","Metropolis","Female","No",1,3.5,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,6.8,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",2,13,"White","Yes","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",3,3,"Brown","Yes","No","Positive","PosNo"
"Toy","Big City","Male","No",3,3.5,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,8.6,"White","No","No","Negative","NegNo"
"Mix","Small City","Female","No",1,0.5,"White","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",10,16,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,2.4,"White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",2,4.4,"Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",1,2.5,"Brown","No","No","Positive","PosNo"
"Mix","Big City","Female","No",4,5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,4.1,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,2,"Black&Brown","No","No","Positive","PosNo"
"Toy","Medium City","Female","No",1,0.9,"White","Yes","No","Positive","PosNo"
"Miscellaneous","Small City","Female","No",4,25,"White&Black","No","No","Positive","PosNo"
"Mix","Small City","Male","No",3,8,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",2,4,"Black","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,8.4,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,5.3,"White","No","No","Positive","PosNo"
"Toy","Big City","Male","No",6,4,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,4.2,"Brown","No","No","Positive","PosNo"
"Mix","Small City","Male","No",4,6.2,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2.8,"White&Brown","Yes","No","Neutral","NeuNo"
"Mix","Big City","Male","No",4,17,"White","No","No","Positive","PosNo"
"Herding","Big City","Male","No",4,10.28,"White&Brown","No","No","Negative","NegNo"
"Non-Sporting","Medium City","Female","No",4,23,"Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",1,1,"Brown","No","No","Positive","PosNo"
"Mix","Big City","Female","No",1,1.8,"White&Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Big City","Male","No",2,9,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,1.3,"White","No","No","Negative","NegNo"
"Toy","Medium City","Male","No",6,9,"Etc","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",1,0.43,"Black&Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Female","No",1,4,"Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",1,1,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",1,2.1,"White","No","No","Positive","PosNo"
"Mix","Small City","Male","No",3,30,"White","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","No",6,4.3,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",8,11,"Black&White&Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Female","No",3,7.8,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,6,"White","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,5.6,"Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",3,10.6,"White&Brown","No","No","Negative","NegNo"
